"PUBLICATION_DATE","UID","AGGR_ECO3_2015","AGGR_ECO9_2015","ATHSTUDY","DATE_BENT","LAT_DD83","LON_DD83","RT_NRSA","SITE_ID","VISIT_NO","YEAR","MMI_BENT","BENT_MMI_COND","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","BURRPTAX","CHIRPTAX","CLNGNTAX","CLNGPTAX","DOM5PIND","EPHENTAX","EPHEPTAX","EPT_NTAX","EPT_PIND","EPT_PTAX","HPRIME","INTLNTAX","NOINPIND","NTOLNTAX","NTOLPTAX","SCRPNTAX","SHRDNTAX","STOLPTAX","TOLRPTAX","OE_SCORE","OE_COND"
"9/4/2015",5001646,"EHIGH","NAP","NAWQA","7/22/1993",42.1170341,-74.38014921,"R","NQ:01362200-25520",1,1993,NA,"",5.1353,7.69578,4.44444,5.80473,4.7619,6.88827,10.52632,36.84211,20,52.63158,46.18644,5,13.15789,13,58.66667,34.21053,3.09175,9,5,28,73.68421,7,3,7.89474,10.52632,1.00462793,"O/E>0.9"
"9/4/2015",5001647,"EHIGH","NAP","NAWQA","8/9/1993",42.08147939,-74.33125924,"R","NQ:0136230005-25614",1,1993,NA,"",10,2.88189,7.77778,10,8.09524,10,3.0303,18.18182,24,72.72727,64.96063,10,30.30303,20,77.66667,60.60606,2.6809,15,0.33333,29,87.87879,10,3,0,0,0.914450245,"O/E>0.9"
"9/4/2015",5001648,"EHIGH","NAP","NAWQA","8/13/1993",41.90787053,-74.43570889,"R","NQ:01364970-25618",1,1993,NA,"",7.96716,0.30769,0,8.84478,3.80952,4.76626,13.04348,26.08696,15,65.21739,75,4,17.3913,11,67,47.82609,2.14171,9,1,15,65.21739,2,3,8.69565,8.69565,0.558345747,"O/E<0.8"
"9/4/2015",5001649,"EHIGH","NAP","NAWQA","8/19/1993",41.81537121,-73.76346356,"R","NQ:01372200-25622",1,1993,NA,"",7.42889,7.80906,8.88889,7.46952,7.61905,8.70987,16.66667,21.42857,25,59.52381,45.74468,6,14.28571,19,75,45.2381,3.17405,17,5,34,80.95238,11,4,9.52381,9.52381,1.18510712,"O/E>0.9"
"9/4/2015",5001651,"EHIGH","NAP","NAWQA","8/10/1993",41.48426051,-73.57068164,"R","NQ:01374494-25638",1,1993,NA,"",5.1353,4.65012,3.33333,7.07602,4.7619,8.20736,15.78947,28.94737,22,57.89474,58.06452,4,10.52632,13,58.33333,34.21053,2.76044,16,3,30,78.94737,6,4,10.52632,10.52632,0.996524531,"O/E>0.9"
"9/4/2015",5001652,"EHIGH","NAP","NAWQA","8/11/1993",41.22875,-73.74361111,"R","NQ:01374987-25646",1,1993,NA,"",5.44806,2.84198,4.44444,8.61974,3.33333,6.32295,3.57143,28.57143,18,64.28571,65.11628,3,10.71429,10,82,35.71429,2.64725,11,1.33333,20,71.42857,7,3,10.71429,14.28571,1.051595343,"O/E>0.9"
"9/4/2015",5001653,"PLNLOW","CPL","NAWQA","9/11/1998",39.76694444,-74.6775,"R","NQ:01409439-9140",1,1998,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929981962,"O/E>0.9"
"9/4/2015",5001654,"EHIGH","NAP","NAWQA","9/5/2001",41.76092167,-75.04822278,"R","NQ:01427500-87678",1,2001,NA,"",8.892,7.58087,5.55556,9.01186,9.52381,8.35726,11.36364,22.72727,29,65.90909,46.63462,7,15.90909,23,74.66667,52.27273,3.24557,20,1.33333,35,79.54545,8,4,4.54545,4.54545,1.369344834,"O/E>0.9"
"9/4/2015",5001655,"EHIGH","NAP","NAWQA","9/5/2001",41.67272222,-75.06480556,"R","NQ:01427702-87686",1,2001,NA,"",8.4193,7.16779,4.44444,8.04463,8.57143,6.91968,14.28571,21.42857,26,61.90476,48.24561,6,14.28571,21,67,50,3.14103,18,6.66667,31,73.80952,7,5,11.90476,11.90476,1.044541399,"O/E>0.9"
"9/4/2015",5001656,"EHIGH","NAP","NAWQA","9/4/2001",41.48023611,-75.20086944,"R","NQ:01431250-87662",1,2001,NA,"",7.17138,9.92308,6.66667,7.10145,9.04762,6.46617,10,18,29,58,37.5,8,16,22,52,44,3.45626,15,6.66667,36,72,9,7,10,14,1.241988737,"O/E>0.9"
"9/4/2015",5001657,"EHIGH","NAP","NAWQA","9/4/2001",41.47731278,-74.91044444,"R","NQ:01432180-87670",1,2001,NA,"",8.1882,8.15699,5.55556,7.58454,9.04762,6.80033,13.33333,17.77778,27,60,44.38776,8,17.77778,22,73,48.88889,3.27838,15,5,33,73.33333,8,6,8.88889,11.11111,1.212124319,"O/E>0.9"
"9/4/2015",5001658,"EHIGH","NAP","NAWQA","9/2/1999",41.89009167,-74.58987944,"R","NQ:01435000-523",1,1999,NA,"",6.74199,1.49478,0,7.89621,4.7619,6.20745,9.67742,38.70968,19,61.29032,70.37037,4,12.90323,13,55,41.93548,2.45477,10,4.33333,22,70.96774,3,4,9.67742,9.67742,0.974636004,"O/E>0.9"
"9/4/2015",5001662,"EHIGH","NAP","NAWQA","8/28/2001",41.30537139,-74.85100083,"R","NQ:01438712-87361",1,2001,NA,"",7.08605,7.94426,3.33333,8.5755,6.66667,7.70002,7.69231,17.94872,25,64.10256,45.21739,4,10.25641,17,68,43.58974,3.1463,15,6.33333,30,76.92308,6,3,10.25641,12.82051,0.902311963,"O/E>0.9"
"9/4/2015",5001663,"EHIGH","NAP","NAWQA","8/28/2001",41.23120528,-74.90989222,"R","NQ:01438890-87298",1,2001,NA,"",8.12218,5.9205,2.22222,6.20428,6.66667,7.03903,11.42857,8.57143,19,54.28571,53.11005,5,14.28571,17,81,48.57143,2.90314,13,9.66667,26,74.28571,5,4,11.42857,14.28571,0.817593488,"O/E<0.9"
"9/4/2015",5001664,"EHIGH","SAP","NAWQA","8/28/2001",41.12592861,-74.95517167,"R","NQ:01439400-87232",1,2001,NA,"",4.65986,7.65427,3.33333,9.09262,7,8.82138,5.40541,18.91892,22,59.45946,46.875,6,16.21622,19,78.33333,51.35135,3.11394,15,2.66667,28,75.67568,6,5,5.40541,5.40541,0.957371271,"O/E>0.9"
"9/4/2015",5001665,"EHIGH","NAP","NAWQA","8/27/2001",41.09787333,-75.00378472,"R","NQ:01439680-87140",1,2001,NA,"",7.47391,9.77045,5.55556,7.36495,8.09524,6.64844,13.63636,22.72727,26,59.09091,38.09524,6,13.63636,20,66.33333,45.45455,3.35774,19,3,32,72.72727,8,6,11.36364,11.36364,1.260108556,"O/E>0.9"
"9/4/2015",5001666,"EHIGH","SAP","NAWQA","9/1/1999",41.10666667,-74.95222222,"R","NQ:01440000-551",1,1999,NA,"",3.4167,8.34691,7.77778,7.47615,8.5,7.43685,8.88889,17.77778,27,60,47.23404,6,13.33333,22,64,48.88889,3.21022,19,11,35,77.77778,10,6,4.44444,8.88889,0.948936027,"O/E>0.9"
"9/4/2015",5001667,"EHIGH","SAP","NAWQA","9/26/1996",41.09888889,-74.96583333,"R","NQ:01440010-8961",1,1996,NA,"",2.59533,6.05702,5.55556,7.62347,5.5,8.69861,8.57143,17.14286,23,65.71429,56.04396,4,11.42857,16,77.33333,45.71429,2.89193,14,4.66667,27,77.14286,8,4,5.71429,5.71429,0.985536576,"O/E>0.9"
"9/4/2015",5001668,"EHIGH","NAP","NAWQA","8/30/2001",41.16370222,-75.23962556,"R","NQ:01440304-87434",1,2001,NA,"",10,4.74965,3.33333,8.79227,10,8.47118,5,15,26,65,57.67635,9,22.5,25,61.33333,62.5,2.86518,17,1.66667,32,80,6,2,2.5,2.5,1.075030743,"O/E>0.9"
"9/4/2015",5001669,"EHIGH","NAP","NAWQA","8/27/2001",41.06932222,-75.14000833,"R","NQ:01442550-87150",1,2001,NA,"",7.51501,7.78632,6.66667,7.26948,8.57143,7.49047,10.86957,21.73913,27,58.69565,45.83333,6,13.04348,21,59.66667,45.65217,3.20349,18,5.66667,35,76.08696,9,7,10.86957,13.04348,0.929929167,"O/E>0.9"
"9/4/2015",5001670,"EHIGH","NAP","NAWQA","9/10/2001",41.23702833,-75.50074139,"R","NQ:01447120-87722",1,2001,NA,"",6.58412,6.71795,3.33333,5.16908,5.2381,6.11234,11.76471,20.58824,17,50,50,6,17.64706,14,46.66667,41.17647,2.96297,12,25.33333,24,70.58824,6,2,11.76471,14.70588,0.982560753,"O/E>0.9"
"9/4/2015",5001671,"EHIGH","NAP","NAWQA","9/10/2001",41.16175333,-75.45546306,"R","NQ:01447530-87694",1,2001,NA,"",7.61935,8.95472,4.44444,8.5755,7.14286,7.70002,10.25641,23.07692,25,64.10256,41.2766,5,12.82051,18,63,46.15385,3.16271,16,8,30,76.92308,7,6,10.25641,12.82051,0.999401099,"O/E>0.9"
"9/4/2015",5001672,"EHIGH","SAP","NAWQA","8/30/1999",40.66176222,-75.62685389,"R","NQ:01451800-559",1,1999,NA,"",5.61063,7.54337,7.77778,7.93748,6,6.78604,7.89474,15.78947,19,50,45.83333,7,18.42105,17,38,44.73684,3.09853,11,11,25,65.78947,10,5,7.89474,10.52632,0.809410435,"O/E<0.9"
"9/4/2015",5001673,"EHIGH","SAP","NAWQA","8/25/1999",40.15149056,-75.601305,"R","NQ:01472157-587",1,1999,NA,"",6.69264,9.3493,10,9.44262,8.5,6.34821,4.65116,6.97674,26,60.46512,37.95918,9,20.93023,22,76.33333,51.16279,3.34955,15,9.33333,33,76.74419,14,4,6.97674,11.62791,1.124845559,"O/E>0.9"
"9/4/2015",5001679,"PLNLOW","CPL","NAWQA","6/2/2004",38.7279,-75.41512778,"R","NQ:01487060-135048",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42788216,"O/E<0.5"
"9/4/2015",5001684,"EHIGH","SAP","NAWQA","6/20/1994",40.27257632,-78.59835064,"R","NQ:01559795-22901",1,1994,NA,"",5.50747,9.22237,4.44444,6.32778,7,8.25986,11.36364,22.72727,25,56.81818,42.98643,8,18.18182,19,49,43.18182,3.33191,16,12,33,75,7,6,6.81818,6.81818,1.098157209,"O/E>0.9"
"9/4/2015",5001689,"EHIGH","SAP","NAWQA","8/8/1995",39.33898803,-78.92169118,"R","NQ:01604400-28918",1,1995,NA,"",4.40492,5.28938,4.44444,5.80046,4,7.24364,12.5,12.5,16,50,57.52212,5,15.625,13,23.90438,40.625,2.78522,11,39.44223,22,68.75,7,4,3.125,9.375,1.002464543,"O/E>0.9"
"9/4/2015",5001690,"EHIGH","SAP","NAWQA","8/16/1995",38.44234247,-79.53865809,"R","NQ:01605220-28922",1,1995,NA,"",2.59533,6.67449,3.33333,4.97183,2.5,5.29185,14.28571,25.71429,19,54.28571,51.9685,4,11.42857,10,24,28.57143,2.97775,12,6.66667,22,62.85714,6,6,5.71429,14.28571,0.853806776,"O/E<0.9"
"9/4/2015",5001691,"EHIGH","SAP","NAWQA","8/15/1995",38.54095295,-79.36476455,"R","NQ:01605490-28926",1,1995,NA,"",5.40695,6.17677,2.22222,5.65173,4.5,8.93156,12.82051,25.64103,21,53.84615,55.42636,7,17.94872,14,53.66667,35.89744,2.90857,14,9.33333,29,74.35897,5,4,2.5641,5.12821,1.135752342,"O/E>0.9"
"9/4/2015",5001692,"EHIGH","SAP","NAWQA","8/16/1995",38.62233799,-79.53727174,"R","NQ:01605800-28930",1,1995,NA,"",4.8541,0.28071,1.11111,3.86698,2.5,8.32008,16.66667,36.66667,15,50,75.65543,5,16.66667,10,29,33.33333,2.08902,11,45.66667,23,76.66667,4,3,6.66667,6.66667,0.827513939,"O/E<0.9"
"9/4/2015",5001693,"EHIGH","SAP","NAWQA","8/11/1995",38.85927799,-79.47116122,"R","NQ:01605900-28933",1,1995,NA,"",4.30126,7.93426,1.11111,5.65173,4,7.91244,12.82051,28.20513,17,43.58974,41.32231,6,15.38462,13,38.62816,33.33333,3.15286,14,6.13718,25,64.10256,4,6,5.12821,7.69231,1.142870803,"O/E>0.9"
"9/4/2015",5001694,"EHIGH","SAP","NAWQA","8/10/1995",38.98566569,-79.26615236,"R","NQ:01605950-28937",1,1995,NA,"",5.10193,3.66261,3.33333,5.20042,4,8.22872,13.7931,17.24138,17,58.62069,64.34783,5,17.24138,13,70,44.82759,2.5591,11,6,23,79.31034,6,3,3.44828,6.89655,0.940761473,"O/E>0.9"
"9/4/2015",5001695,"EHIGH","SAP","NAWQA","8/10/1995",39.06871941,-79.12586815,"R","NQ:01606600-28940",1,1995,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868662829,"O/E<0.9"
"9/4/2015",5001696,"EHIGH","SAP","NAWQA","8/10/1995",38.92177771,-79.17975943,"R","NQ:01606720-28943",1,1995,NA,"",4.00857,3.85339,5.55556,4.77685,2.5,5.12485,14.70588,14.70588,17,50,65.96639,5,14.70588,10,28.33333,29.41176,2.58562,12,22.33333,22,64.70588,8,2,11.76471,14.70588,1.059210056,"O/E>0.9"
"9/4/2015",5001697,"EHIGH","SAP","NAWQA","8/4/1993",39.01161111,-78.95727778,"R","NQ:01608000-28724",1,1993,NA,"",4.62226,5.0519,3.33333,8.60714,3,5.84133,6.45161,12.90323,15,48.3871,58.33333,5,16.12903,11,58.33333,35.48387,2.75221,8,6.66667,22,70.96774,6,4,6.45161,12.90323,0.910006748,"O/E>0.9"
"9/4/2015",5001698,"EHIGH","SAP","NAWQA","8/9/1995",39.14010602,-78.94280396,"R","NQ:01608150-28951",1,1995,NA,"",4.8541,5.55436,2.22222,5.41377,1.5,4.34552,13.33333,16.66667,19,63.33333,54.85232,5,16.66667,8,41.33333,26.66667,2.82206,6,7.66667,18,60,5,2,10,16.66667,1.191070173,"O/E>0.9"
"9/4/2015",5001699,"EHIGH","SAP","NAWQA","8/9/1995",39.30260071,-78.80029682,"R","NQ:01608300-28955",1,1995,NA,"",2.28732,1.74855,3.33333,4.97183,2.5,5.29185,14.28571,17.85714,15,53.57143,71.37405,3,10.71429,10,44,35.71429,2.29305,8,7.66667,20,71.42857,6,3,14.28571,14.28571,0.821654613,"O/E<0.9"
"9/4/2015",5001700,"EHIGH","SAP","NAWQA","8/5/1993",39.44736111,-78.65422222,"R","NQ:01608500-28728",1,1993,NA,"",7.24977,0,3.33333,6.44496,2.5,8.7617,11.11111,5.55556,13,72.22222,88.19876,4,22.22222,10,55.33333,55.55556,1.79829,7,0.66667,16,88.88889,6,0,5.55556,5.55556,0.585088302,"O/E<0.8"
"9/4/2015",5001701,"EHIGH","SAP","NAWQA","8/7/1995",39.65842333,-78.46445788,"R","NQ:01610063-28963",1,1995,NA,"",0.74724,7.19056,3.33333,4.97183,2.5,5.29185,14.28571,21.42857,19,45.2381,52.04918,3,7.14286,10,27.66667,23.80952,3.04949,9,29.33333,29,69.04762,6,4,9.52381,14.28571,0.987212271,"O/E>0.9"
"9/4/2015",5001702,"EHIGH","SAP","NAWQA","8/16/1995",38.96844318,-78.90058084,"R","NQ:01610185-28967",1,1995,NA,"",2.08987,7.25006,2.22222,6.84157,3.5,8.93156,10.25641,35.89744,22,56.41026,51.66667,4,10.25641,12,21,30.76923,3.05776,12,13,30,76.92308,5,4,5.12821,5.12821,1.463615881,"O/E>0.9"
"9/4/2015",5001703,"EHIGH","SAP","NAWQA","8/11/1995",38.98899778,-78.65612617,"R","NQ:01610250-28971",1,1995,NA,"",3.19556,7.74826,4.44444,8.03141,4.5,7.91244,7.69231,28.20513,23,58.97436,44.68085,5,12.82051,14,38,35.89744,3.12701,16,7.66667,29,74.35897,7,5,5.12821,7.69231,1.070064963,"O/E>0.9"
"9/4/2015",5001704,"EHIGH","SAP","NAWQA","8/5/2003",39.04272222,-78.59833333,"R","NQ:01610400-117873",1,2003,NA,"",4.30126,9.95355,7.77778,9.81617,9.5,7.1481,3.84615,23.07692,30,57.69231,39.02439,8,15.38462,24,47,46.15385,3.43354,22,21.33333,38,73.07692,10,4,5.76923,9.61538,1.470984148,"O/E>0.9"
"9/4/2015",5001705,"EHIGH","SAP","NAWQA","8/8/1995",39.2917677,-78.44417458,"R","NQ:01610990-28974",1,1995,NA,"",5.05945,6.67638,8.88889,10,5.5,8.69861,0,14.28571,26,74.28571,51.41243,6,17.14286,16,47.66667,45.71429,2.97802,13,10.33333,28,80,11,2,5.71429,5.71429,1.257466816,"O/E>0.9"
"9/4/2015",5001706,"EHIGH","SAP","NAWQA","8/10/1995",39.13399444,-78.65862544,"R","NQ:01611120-28977",1,1995,NA,"",0,6.54032,6.66667,3.05288,2.5,4.69417,18.42105,28.94737,23,60.52632,56.19048,2,5.26316,10,15.69343,26.31579,2.9591,10,14.23358,27,71.05263,9,5,10.52632,15.78947,1.029947824,"O/E>0.9"
"9/4/2015",5001707,"EHIGH","SAP","NAWQA","8/9/1995",39.21760371,-78.68029231,"R","NQ:01611130-28980",1,1995,NA,"",0,4.40963,4.44444,2.04722,0.5,3.95586,20.58824,23.52941,16,47.05882,63.51931,1,2.94118,6,23.66667,17.64706,2.66294,3,7.33333,19,55.88235,7,4,11.76471,17.64706,1.00405921,"O/E>0.9"
"9/4/2015",5001708,"EHIGH","SAP","NAWQA","8/10/1995",39.3489878,-78.5183437,"R","NQ:01611205-28984",1,1995,NA,"",2.20626,7.36802,3.33333,5.49518,3,7.83198,13.15789,28.94737,20,52.63158,48.34123,4,10.52632,11,57,28.94737,3.07416,9,7.66667,29,76.31579,6,4,7.89474,7.89474,1.194103835,"O/E>0.9"
"9/4/2015",5001709,"EHIGH","SAP","NAWQA","8/7/1995",39.88036589,-78.14472943,"R","NQ:01613060-28988",1,1995,NA,"",2.15898,8.65443,4.44444,4.83372,5,6.00159,14.58333,22.91667,25,52.08333,46.07843,5,10.41667,15,50,31.25,3.25297,12,5.33333,30,62.5,7,6,6.25,12.5,1.145454385,"O/E>0.9"
"9/4/2015",5001710,"EHIGH","SAP","NAWQA","8/7/1995",39.74009322,-78.0302795,"R","NQ:01613510-28996",1,1995,NA,"",3.82739,6.46687,6.66667,6.29765,3,7.56303,11.42857,17.14286,20,57.14286,53.4296,5,14.28571,11,46.66667,31.42857,2.94889,14,11.66667,26,74.28571,9,5,5.71429,8.57143,1.032855751,"O/E>0.9"
"9/4/2015",5001712,"EHIGH","SAP","NAWQA","8/14/1995",38.33595904,-79.23920288,"R","NQ:01620500-28999",1,1995,NA,"",3.23123,6.6857,0,7.11025,2.5,7.12344,9.67742,29.03226,16,51.6129,50,4,12.90323,10,65.66667,32.25806,2.97931,10,5,24,77.41935,3,3,9.67742,9.67742,1.081752329,"O/E>0.9"
"9/4/2015",5001713,"EHIGH","SAP","NAWQA","9/9/1993",38.38679261,-79.01419707,"R","NQ:01620850-28776",1,1993,NA,"",3.23123,7.35367,6.66667,10,1.5,5.84133,3.22581,25.80645,16,51.6129,38.04878,4,12.90323,8,43.33333,25.80645,3.07216,8,16.33333,20,64.51613,9,1,9.67742,12.90323,0.694920201,"O/E<0.8"
"9/4/2015",5001714,"EHIGH","SAP","NAWQA","8/15/1995",38.50845592,-79.05836609,"R","NQ:01620995-29003",1,1995,NA,"",1.07147,7.48819,1.11111,3.05288,3.5,4.69417,18.42105,39.47368,17,44.73684,44.21488,3,7.89474,12,51.33333,31.57895,3.09086,11,3.66667,22,57.89474,4,5,10.52632,15.78947,0.884243378,"O/E<0.9"
"9/4/2015",5001715,"EHIGH","SAP","NAWQA","9/10/1993",38.0951328,-79.08725116,"R","NQ:01624670-28792",1,1993,NA,"",1.58728,5.12694,4.44444,8.78858,1.5,8.56097,6.06061,27.27273,20,60.60606,61.9883,3,9.09091,8,52.68456,24.24242,2.76264,11,4.36242,24,72.72727,7,1,6.06061,6.06061,1.062190464,"O/E>0.9"
"9/4/2015",5001716,"EHIGH","SAP","NAWQA","8/14/1995",38.64039575,-78.8936378,"R","NQ:01631700-29007",1,1995,NA,"",3.82739,4.40386,0,7.62347,3.5,8.69861,8.57143,40,18,51.42857,59.19283,5,14.28571,12,35,34.28571,2.66214,12,6,25,71.42857,2,5,2.85714,5.71429,1.154306221,"O/E>0.9"
"9/4/2015",5001717,"EHIGH","SAP","NAWQA","9/9/1993",38.70206068,-78.68140639,"R","NQ:01632750-28808",1,1993,NA,"",8.01639,3.01292,2.22222,10,2,9.37997,0,20,18,72,67.76316,6,24,9,60.66667,36,2.4688,8,1.33333,22,88,5,2,4,4,0.899270838,"O/E<0.9"
"9/4/2015",5001718,"EHIGH","SAP","NAWQA","9/13/1993",38.94511001,-78.44195197,"R","NQ:01633730-28812",1,1993,NA,"",4.30126,4.09192,2.22222,9.81617,2,4.85508,3.84615,23.07692,15,57.69231,62.32877,4,15.38462,9,70.33333,34.61538,2.61878,7,2.33333,18,69.23077,5,3,7.69231,15.38462,0.912170307,"O/E>0.9"
"9/4/2015",5001719,"EHIGH","SAP","NAWQA","8/11/1995",39.04871814,-78.49417581,"R","NQ:01634100-29011",1,1995,NA,"",3.05735,7.93677,4.44444,4.64037,3.5,6.00159,15,25,21,52.5,44.39655,5,12.5,12,58.66667,30,3.15321,11,12.33333,27,67.5,7,5,10,12.5,1.186677337,"O/E>0.9"
"9/4/2015",5001721,"EHIGH","SAP","NAWQA","6/23/1994",39.28241667,-77.78958333,"R","NQ:01636500-28843",1,1994,NA,"",8.07587,5.33026,3.33333,5.20042,5,10,13.7931,17.24138,18,62.06897,56.71642,7,24.13793,15,55.33333,51.72414,2.79091,7,2.66667,25,86.2069,6,3,0,0,1.043134986,"O/E>0.9"
"9/4/2015",5001722,"EHIGH","SAP","NAWQA","8/23/1994",38.5873427,-77.4285958,"R","NQ:01658500-28886",1,1994,NA,"",2.28732,4.18966,1.11111,6.6291,0.5,6.71133,10.71429,28.57143,17,60.71429,62.67281,3,10.71429,6,43,21.42857,2.63236,4,17.33333,16,57.14286,4,2,7.14286,10.71429,1.097761919,"O/E>0.9"
"9/4/2015",5001723,"EHIGH","SAP","NAWQA","8/23/1994",38.56623229,-77.42970652,"R","NQ:01659000-87916",1,1994,NA,"",1.47198,6.34818,0,3.41204,2.5,6.29384,17.64706,32.35294,16,47.05882,52.9148,3,8.82353,10,41.66667,29.41176,2.9324,9,10.33333,23,67.64706,2,4,11.76471,11.76471,1.024312126,"O/E>0.9"
"9/4/2015",5001725,"PLNLOW","CPL","NAWQA","5/31/1994",37.05515,-76.92051667,"R","NQ:02047480-13937",1,1994,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569749377,"O/E<0.8"
"9/4/2015",5001728,"PLNLOW","CPL","NAWQA","2/10/1995",35.72877639,-76.20047722,"R","NQ:0208117804-14192",1,1995,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621843816,"O/E<0.8"
"9/4/2015",5001729,"EHIGH","SAP","NAWQA","5/16/2003",36.33419444,-78.76741667,"R","NQ:02081190-108319",1,2003,NA,"",4.8541,3.2899,3.33333,2.32019,3,3.02067,20,10,16,53.33333,69.23077,5,16.66667,11,33.66667,36.66667,2.5073,8,15.33333,20,66.66667,6,3,16.66667,20,1.103331409,"O/E>0.9"
"9/4/2015",5001731,"PLNLOW","CPL","NAWQA","3/30/1993",35.32388889,-76.87416667,"R","NQ:02084540-80016",1,1993,NA,"",6.45459,4.7178,3.75,3.78509,0,5.41721,22.22222,48.14815,8,29.62963,73.56322,0,0,1,1,3.7037,2.41731,5,26.33333,14,51.85185,3,4,18.51852,25.92593,0.749494577,"O/E<0.8"
"9/4/2015",5001732,"EHIGH","SAP","NAWQA","5/16/2003",36.24027778,-78.88888889,"R","NQ:02085430-108288",1,2003,NA,"",4.30126,0.98173,0,4.4619,2.5,4.85508,15.38462,23.07692,13,50,75.57604,4,15.38462,10,35.66667,38.46154,2.18646,8,5.33333,20,76.92308,3,3,15.38462,15.38462,0.781775866,"O/E<0.8"
"9/4/2015",5001735,"PLNLOW","CPL","NAWQA","2/16/1995",34.82710472,-77.15606306,"R","NQ:0209273300-18924",1,1995,NA,"",9.9124,1.54327,6.25,10,4.375,8.43834,8.33333,25,15,62.5,83.75635,2,8.33333,8,54,33.33333,1.88081,7,1.33333,19,79.16667,8,6,4.16667,12.5,0.695997653,"O/E<0.8"
"9/4/2015",5001737,"EHIGH","SAP","NAWQA","5/14/2003",35.77611111,-79.16777778,"R","NQ:0209695780-108247",1,2003,NA,"",1.9793,3.64939,3.33333,6.96056,1,3.02067,10,23.33333,17,56.66667,69.00826,3,10,7,39.66667,23.33333,2.55727,7,8.66667,21,70,6,3,16.66667,20,1.01951041,"O/E>0.9"
"9/4/2015",5001738,"EHIGH","SAP","NAWQA","5/14/2003",35.77444444,-79.12027778,"R","NQ:0209697900-108262",1,2003,NA,"",5.9598,1.43625,0,8.03141,2,6.38376,7.69231,23.07692,18,69.23077,74.47699,5,19.23077,9,59.33333,34.61538,2.24964,6,2.33333,18,69.23077,3,3,11.53846,11.53846,1.119614447,"O/E>0.9"
"9/4/2015",5001739,"EHIGH","SAP","NAWQA","6/19/1996",35.59068639,-81.56703694,"R","NQ:02143040-10041",1,1996,NA,"",6.65086,8.79389,5.55556,4.83372,7.5,8.48569,14.58333,31.25,25,52.08333,46.2766,10,20.83333,20,51.07914,41.66667,3.27235,15,4.31655,38,79.16667,8,10,4.16667,6.25,1.130713893,"O/E>0.9"
"9/4/2015",5001740,"EHIGH","SAP","NAWQA","8/25/1997",34.42513778,-81.60482722,"R","NQ:021607224-10174",1,1997,NA,"",1.2606,4.11272,2.22222,2.57798,1,8.7617,19.44444,41.66667,15,41.66667,58.93536,3,8.33333,7,13.66667,19.44444,2.62167,7,9.66667,28,77.77778,5,4,5.55556,5.55556,0.830509321,"O/E<0.9"
"9/4/2015",5001741,"PLNLOW","CPL","NAWQA","5/14/1997",33.84071,-80.86009,"R","NQ:02169660-10119",1,1997,NA,"",8.89811,8.51659,5,7.44307,7.5,8.75088,5.55556,30.55556,16,44.44444,50.82873,3,8.33333,13,52.33333,36.11111,3.0593,7,8.66667,28,77.77778,4,5,5.55556,11.11111,1.134808041,"O/E>0.9"
"9/4/2015",5001742,"PLNLOW","CPL","NAWQA","5/9/1997",33.83987667,-80.86036778,"R","NQ:02169670-10128",1,1997,NA,"",7.60719,7.54141,1.25,7.69248,5,8.52358,12.12121,27.27273,15,45.45455,52.73438,2,6.06061,9,24.33333,27.27273,2.8945,4,18,23,69.69697,4,2,6.06061,12.12121,0.910618117,"O/E>0.9"
"9/4/2015",5001743,"PLNLOW","CPL","NAWQA","5/15/1997",33.81626528,-80.82731222,"R","NQ:02169672-10137",1,1997,NA,"",6.08575,7.15775,5,1.76014,2.5,6.96498,23.80952,38.09524,9,21.42857,54.94505,0,0,5,3.66667,11.90476,2.82966,5,29,25,59.52381,1,5,11.90476,19.04762,0.756618635,"O/E<0.8"
"9/4/2015",5001744,"PLNLOW","CPL","NAWQA","5/8/1997",33.81154333,-80.72481083,"R","NQ:021696966-10146",1,1997,NA,"",8.62148,9.00728,3.75,9.14848,5.625,8.21028,10.81081,40.54054,19,51.35135,43.6214,2,5.40541,10,35.33333,27.02703,3.14223,6,10.66667,27,72.97297,5,4,8.10811,13.51351,1.004485722,"O/E>0.9"
"9/4/2015",5001745,"PLNLOW","CPL","NAWQA","7/29/2003",33.75347722,-81.60177139,"R","NQ:02172300-113474",1,2003,NA,"",9.82019,3.94177,5,8.41657,4.375,9.07349,16.12903,29.03226,15,48.3871,76.77165,1,3.22581,8,31,25.80645,2.28616,6,2,25,80.64516,7,5,6.45161,9.67742,0.863009598,"O/E<0.9"
